"";"Artiste";"Texte";"id"
"5575";"a2h";". Danse avec ton gobelet (danse, danse). Danse avec ton gobelet. Danse avec ton gobelet (danse, danse). Tous mes renois sont alcoolisés. Danse avec ton gobelet (danse, danse). Danse avec ton gobelet. Danse avec ton gobelet (danse, danse). Tous mes renois sont alcoolisés. Palace, ce est le nom du gang ; Palace, ce est le nom du gang. Palace, ce est le nom du gang ; Palace, ce est le nom du gang. Palace, ce est le nom du gang ; Palace, ce est le nom du gang. Palace, ce est le nom du gang ; Palace, ce est le nom du gang. ";804
"5581";"a2h";". Danse avec ton gobelet (danse, danse). Danse avec ton gobelet. Danse avec ton gobelet (danse, danse). Tous mes renois sont alcoolisés. Palace, ce est le nom du gang ; Palace, ce est le nom du gang. Palace, ce est le nom du gang ; Palace, ce est le nom du gang. Palace, ce est le nom du gang ; Palace, ce est le nom du gang. Palace, ce est le nom du gang ; Palace, ce est le nom du gang. . .             .           .         ";804
"5853";"niro";". Apprenez, apprenez, apprenez, apprenez, nique sa mère le trône et la célébrité. Je la remets, je la remets, je la remets, je la remets, ces salopes se demandent quand je vais m’arrêter. J’ai frôlé, j’ai frôlé, j’ai frôlé la mort et j’ai fraudé la vie dans toutes ses vérités. Quand on sera au sommet, au sommet, on aura enfin tout ce qu’on aura mérité. ";846
"5854";"niro";". Je suis juste un mec de quartier qui fait du bon pe-ra. Quand je pense à l’enfer, ouais, je veux pas qu’on m’idolâtre. Mon temps est compté sur terre c’est pas toi qui le rembourseras. J’ai des choses à faire, je prends mon cash et je m’arrache de là, question de principe. T’auras beau avoir tout l’oseille du monde gros c’est Dieu qui le décide. Sois pas trop fier de ta réussite quand le sheitan te félicite. Les yeux écarquillés quand ils regardent le talent briller. Que des dimanches fériés sur mon putain de calendrier. Enfant de la sère-mi, moi je veux de quoi l’oublier. Quand je prends mes billets c’est pour grailler, pas pour briller. J’ai sombré mille et une fois, je suis tombé dans la sombre. J’ai pas tout fait pour qu’on me voit. Numéro 1 rêvait déjà d’aller braquer des convois. Je m’inquiète pour le futur, moi je suis bourré dans la ture-voi. Charbonne sur le prochain album sur moi. Que je mérite ou pas w Allah poto j’ai taffé durement. Je pourrais parler du manque de repères, j’ai tous les arguments. J’ai grandi sans père, j’ai 2 filles, je me rattrape en les assumant fier. Un peu trop dissipé frère, j’ai pas suivi l’école assidument. Koro et moi on crachait des mollards sur la veste des condés au fond du tribunal en plein jugement. Vous êtes pleins, on est plus, t’es sur le banc rebeu je suis titulaire. Que des criminels sur mon cellulaire, pour pas les bruler j’ai cassé ma puce (stop). J’ai trop la dalle et de la suite dans les idées, je vais tout baiser jusqu’à que la rue me tue. J’attendrais que tu sois dans les bras de Morphée ou dans le cul d’une fée pour venir récupérer mes thunes. Ils nous auront tous comme Mohamed Merah, je viens poser mes couilles sur le front du pe-ra. Discret, je suis peinard au fond de la terrasse, tous libérable mais pas récupérable. On t’a branché sur un gros casse, fais-le, tu dois un billet te as pris ton cash, paie-le. La rue nous retient comme Jax Teller, Stringer Bell Avon Barksdale. Je fais des doue a pour tous mes gars enfermés, pour tous mes gars dehors. Je me sens concerné par les gens qui charbonnent, mes blédards déférés à l’aéroport. Gros la vie sans love, pour moi c’est de la baise, je suis pas au tard-mi mais je me sens pas libre. Je suis B.L.O, je suis 93, je suis la sère-mi et je suis pas Charlie, N.I.R.O. ";846
"5874";"soprano";"Je ai grimpé, je ai grimpé, je ai grimpé sans lâcher mes principes et mes valeurs Jamais je oublierais de où je viens je sais ce que ce est d'être un homme de couleur. Je sais ce que ce est de taffer deux fois plus pour pouvoir être à la hauteur Si je chante la cosmopolitanie ce est parce que je en ai vu de toutes les couleurs. On me a dit, on me a dit ""Petit, réveille-toi te es un peu trop rêveur. Petit tu as un trop gros appétit la réalité est fade et sans saveur. Oublie tes rêves de ados, comme tout le monde suis le troupeau""Mais le têtu que j'étais avait de la détermination plein le sac à dos. Aucune de leurs dissuasions me a mis le genou à terre Aucun médecin au monde ne pouvait soigner ma fièvre. Tout est possible quand tu sais qui tu es. Tout est possible quand te assumes qui tu es Aujourde hui regarde-moi contempler mes sacrifices au sommet de mon Everest. ";850
"5876";"soprano";"Je ai chanté, je ai chanté, je ai chanté le amour et la paix pendant des années Je suis ce mélancolique qui se soigne quand ses M-A-U-X se mettent à rimer. Un rappeur positif pour donner de le espoir à cette jeunesse désabuséeÀ le heure où on nous braque avec un AK 49.3 pour nous faire plier Ma famille, ma famille, ma famille tout roule pour moi car ce sont mes moteurs Mon carré VIP ce est mon cercle familial, pour eux je brillais avant les projecteurs I love you Comoria, I love you Massilia (Alléluia). Mon image, mon discours, mon parcours, mon combat, tout ça ce est pour pouvoir leur faire honneur Le cancer me a volé un frère il ne y a que mes gosses pour éponger mes pleurs Toujours debout à chanter que le amour est le meilleur fusil contre la terreur. Je le décharge quand je chante, dans une MJC ou dans les Restos du Cœur Je suis de retour plus humain que jamais envoyez-moi des sourires plus que des fleurs. ";850
"5880";"soprano";". Tout est possible quand tu sais qui tu es. Tout est possible quand te assumes qui tu es. Tout est possible quand tu sais qui tu es. Tout est possible quand te assumes qui tu es. Marina, Soprano. . .             .           .         ";850
"5882";"soprano";"Chanel, Christian Dior, ou bien Dolce & Gabbana. Pour être belle, pour plaire aux hommes, pour être une star de cinéma. En soirée tous les week-ends, du Red Bull dans la vodka. Pour zouker, coller serrer le plus Tony Montana Elle veut que on la regarde et que on la désire. Au milieu des autres, prouver que elle existe. Pour ça elle est prête à oublier ses principes, oh na na na na. Mais pour elle ce est sa manière de se sentir libre. ";851
"5884";"soprano";"Fitness, svelte, comme les filles des magazines. Ivresse, sexe, sous le effet de la résine Selfie, selfie, selfie dénudé, pour avoir quelques je aime. Sexy, sexy, sexy endiablée, pour avoir un pe tit je te aime. Elle a le déhanché de une latina. La peau bronzé comme à Madinina. Elle cherche un gentleman un homme, un vrai pas un fils à mama, mama, mama. Pour lui faire faire découvrir les Bahamas. ";851
"5886";"soprano";". Elle ne rêve que de un cœur à cœur. Avant de avoir un corps à corps. Elle ne rêve que de un cœur à cœur. Avant de avoir un corps à corps. Elle ne rêve que de un cœur à cœur. Avant de avoir un corps à corps. Elle ne rêve que de un cœur à cœur. Avant de avoir un. ";851
"5887";"alonzo";"Hola pepita, te es une princesse, je suis tombé love. Ce est quoi cette bastos, aïe aïe aïe Ton boule ce est de la triche, ce est ça que je te reproche. Prends mon Whats App, sans bla bla bla. Pepita, me laisse pas, tu me rends fou je vais finir à le hôpital. Te es solo, je suis solo, nos ex ne nous méritaient pas. Pepita ne change pas, je prendrai même tes défauts te inquiète pas. Aïe, aïe, aïe, aïe, aïe, où veux-tu que on aille, aille, aille, aille, aille. Je attendrai. ";851
"5889";"soprano";". Met du charbon sur le tabac. Que l'épaisse fumée de la chicha. Puisse nous apaiser de nos tracas. Entouré de mes kwell je me sens si bien, je me sens libre. Ça vanne, ça ricane, ça se tape des barres, ça refait le monde sans tabou. Ça ne parle que de femme et de gros sous. De une destination pour le mois d’août. Avec un bon thé marocain à la main je me sens vivre. Bien sur la vie nous a fait perdre des soldats. Les non dits et les nombreux faux pas. Les désillusions et les coups bas. On est tous amoché mais quand te as des kwell dis toi que tu restes solide. Les années défilent et défilent et tu verras les mêmes têtes. Autour de ma petite casquette. Donc remballe ton boule et ton gros chèque. Pour me avoir il faudra les payer, les payer car y a que avec eux que je respire. ";852
"5890";"soprano";"Mes kwell. Le sang de la veine, le sang de la veine Blood, blood, blood. Oui mes kwell Blood, blood, blood. Oui mes kwell. Le sang de la veine, le sang de la veine Blood, blood, blood. Oui mes kwell Blood, blood, blood, blood. ";852
"5892";"soprano";". Mes kwell. Le sang de la veine, le sang de la veine. Blood, blood, blood. Oui mes kwell. Blood, blood, blood. Oui mes kwell. Le sang de la veine, le sang de la veine. Blood, blood, blood. Oui mes kwell. Blood, blood, blood, blood. ";852
"5894";"soprano";". Mes kwell. Le sang de la veine, le sang de la veine. Blood, blood, blood. Oui mes kwell. Blood, blood, blood. Oui mes kwell. Le sang de la veine, le sang de la veine. Blood, blood, blood. Oui mes kwell. Blood, blood, blood, blood. . .             .           .         ";852
"5895";"soprano";"Six heure du mat' et tu zigzagues. Attitude Jack Dae Tu claques la porte dès le premier match. Attitude Bielsa R1 R2 carrée croix lucarne. Attitude Ben ArfaÀ chaque victoire tu nous fais un dab'. Attitude Pogba. En Burberrys à la playa. Attitude Pattaya. Casque intégral survet' du Barça. Attitude Yamaha Te as trop la dalle tu traînes en peignoir. Attitude DSK. Paire de Asics, costume Prada. Attitude qui passe pas. ";853
"5896";"soprano";"Je suis dans un mood (ce est quoi ton mood ?). Hiyahiyooo. Je suis dans un mood (ce est quoi ton mood ?). Hiyahiyooo. Et même si la note est salée. Ce soir je vais me laisser aller. Même si ça commence à parler Va leur dire que je suis dans mon D. Nanananananana. Nanananananana. ";853
"5897";"black m";". Je descends de Paname pour voir tous les 'sins. Attitude de Marseille Il fait son thug en face ils sont 20. Attitude de Popeye Elle dit que elle ""work"" quand elle sort en boîte. Attitude Rihanna Je marque des buts ils font la grise mine. Attitude de Griezmann Mon gars reçoit des photos bizarres. Je crois que il se est fait tricard. Je te raconte même pas la fin de le histoire. Attitude de Snapchat Il est vénère il fait les gros yeux. Attitude du Big Black. Dans tous les clubs on fout le feu. Attitude de Paname. ";853
"5902";"jul";". Marseille ce est la plage, le foot, la gratte en pleine chaleur. Je vois les gadjis zoner et faire des béquilles en Faizer Les flics te font danser le moonwalk à coup de taser. On se ennuie toute la nuit on parle, on tourne jusqu'à pas de heure. Marseille ce est la plage, le foot, la gratte en pleine chaleur. Je vois les gadjis zoner et faire des béquilles en Faizer. Les flics te font danser le moonwalk à coup de taser. On se ennuie toute la nuit on parle, on tourne jusqu'à pas de heure. ";854
"5903";"jul";". Oh, mais que est ce que ce est que ça ?. Je viens de loin ouais faut que ils le sachent. Ce est Marseille, gros, ils le savent. Survet' de le OM, Asics sales. Casquette, lunettes, ouais ça zone en cross'Ça esquive les képi' la barrette en poche Taule, spip' entretient de embauche. Évite les conneries la daronne prend de l'âge. Ça se emboucane pour faire 5-5. Cherche des vaillants pour venir zing-zing. Au quartier les gens ils deviennent dingues, dingues. On est entre nous tu peux poser le flingue, flingue. Je ai vu des mecs bien devenir clochards. Et des clochards devenir patrons. Tu veux savoir pourquoi je fais pas la star ?. Le argent tout ça, ça me attire pas trop. Ce est Ju-Ju-Jul, Sopra Me baba. Représente les mecs de en bas. Les frères libérables, et oui baba. Tu veux nous test, va là bas. ";854
"5904";"jul";". Marseille ce est la plage, le foot, la gratte en pleine chaleur. Je vois les gadjis zoner et faire des béquilles en Faizer. Les flics te font danser le moonwalk à coup de taser. On se ennuie toute la nuit on parle on tourne jusqu'à pas de heure. Marseille ce est la plage, le foot, la gratte en pleine chaleur. Je vois les gadjis zoner et faire des béquilles en Faizer. Les flics te font danser le moonwalk à coup de taser. On se ennuie toute la nuit on parle on tourne jusqu'à pas de heure. ";854
"5905";"soprano";". Marseille, Marseille, la vida loca. Maele, couscous, alloco. Rami, poker, holocan Alzheimer au comico. Une carte postale vu de l’hélico. Une carte bestial vu de nos rideaux Dis pas trop de blazes quand t’es au bigo Ne salie pas le club d’Anigo On veut le million de Jean-Pierre Foucault. On parle bizarre pour les parigos. Tu dis T-shirt, nous on dit tricot. Nous on dit on a pas le même dico. Le col levé comme Cantona. Patate tombé du container. On s’embrouille pas aux katanas Y’a tous les continents à continent C’est vrai que la ville elle vit en slow motion. Mais on réfléchit vite pour les gros sous. ";854
"5906";"jul";". Marseille ce est la plage, le foot, la gratte en pleine chaleur. Je vois les gadjis zoner et faire des béquilles en Faizer. Les flics te font danser le moonwalk à coup de taser. On se ennuie toute la nuit on parle, on tourne jusqu'à pas de heure. Marseille ce est la plage, le foot, la gratte en pleine chaleur. Je vois les gadjis zoner et faire des béquilles en Faizer. Les flics te font danser le moonwalk à coup de taser. On se ennuie toute la nuit on parle, on tourne jusqu'à pas de heure. ";854
"5907";"jul";". Tous entassés dans la gari. On est cramés vu nos gueules. 1.3 Marseille on me localise Je ai fait le blond je sais que je plais aux girls. Ça veut te tacler ta go' quand tu fais la queue au drive à McdoÇa veut la Rolex la Hublot avec le or caché dans le sac à dos. Ça tourne en TDM ou en Zip Fait le plein gratuit à BP ou à gip'. Ye a que du réel dans ma zic'. Sopra' Ju-Jul toujours un classique. ";854
"5908";"soprano";". Toujours un classique toujours dans la zic'À te décrire la bonne mère. Entre les trafics et l'école publique. Les jeunes ne ont plus de repères. Un besoin de fric qui te pousse au crime. Qui te amène chez le commissaire. Tes parents addics ";854
"5910";"jul";". Marseille ce est la plage, le foot, la gratte en pleine chaleur. Je vois les gadjis zoner et faire des béquilles en Fazer. Les flics te font danser le moonwalk à coup de taser. On se ennuie toute la nuit on parle, on tourne jusqu'à pas de heure. Marseille ce est la plage, le foot, la gratte en pleine chaleur. Je vois les gadjis zoner et faire des béquilles en Faizer. Les flics te font danser le moonwalk à coup de taser. On se ennuie toute la nuit on parle, on tourne jusqu'à pas de heure. . .             .           .         ";854
"5918";"sadek";". Elle veut mon biff, veut ma bite, veut ma coca'. Je fais du chiffre, je suis dans le pif de Madonna De Madonna, de Ma, de Madonna. De Madonna, de Ma, de MadonnaÀ moi tout seul je suis une industrie comme Mc Donalde s Le mois dernier, je ai fait plus que un joueur de la Roma. De la Roma, de la, de la Roma De la Roma, de la, de la Roma. ";856
"5919";"sadek";"Tudo Bem, Tudo Bem, le gang est opé'Ils font des OD, on boit du Rosé. On se aime pas, ouais je te baise mais on se connaît Te as la haine, la quinte flush elle est flopée. Tenter de nous niquer, je avoue que ce est délicat. Le dernier candidat a le cul plein de paprika. Vodka pura pura mix pas toléré. La coc' est pura, le buteur squatte chez Giuseppe Madame la juge, j'étais pas là, j'étais pété. En claquettes Gucci, jet ski tout l'été. Je ai un goût pour le luxe que je ne peux expliquer Ce est Omar qui te as tué, moi ce est Audemars Piguet. ";856
"5921";"sadek";". Elle veut mon biff, veut ma bite, veut ma coca'. Je fais du chiffre, je suis dans le pif de Madonna. De Madonna, de Ma, de Madonna. De Madonna, de Ma, de MadonnaÀ moi tout seul je suis une industrie comme Mc Donalde s. Le mois dernier, je ai fait plus que un joueur de la Roma. De la Roma, de la, de la Roma. De la Roma, de la, de la Roma. ";856
"5924";"sadek";"Sah To Sah, je paye ma shmeh, fais-moi fumer. En galère, ce est pas ton père qui va me assumer. Je peux fumer un ennemi ou un joint de beuh. Je choisis pas, je fais les deux et ça va mieux. N.I, N.I, les calcule pas ce est des F.I. Fans impulsifs chemise de nuit pour une seule fille. Clair, net, précis, rares, précieux ceux qui me apprécient Aucune pression, Smith & Wesson frotte la vessie. ";856
"5925";"sadek";". Elle veut mon biff, veut ma bite, veut ma coca'. Je fais du chiffre, je suis dans le pif de Madonna. De Madonna, de Ma, de Madonna. De Madonna, de Ma, de Madonna. À moi tout seul je suis une industrie comme Mc Donalde s Le mois dernier, je ai fait plus que un joueur de la Roma. De la Roma, de la, de la Roma. De la Roma, de la, de la Roma. . .             .           .         ";856
"5938";"sneazzy";"Combien de fois je vais devoir répéter que on se est fait sans leur aide ?. Quand on prend des photos de l'équipe mon negro pousse-oit Une seule fois on était derrière eux, c'était en levrette. Les meufs de vos rêves ont déjà sucé tout le squad Je ai embauché quelques secrétaires, elles ont plein de taf Même la femme de ta vie reconnaît mon fum-par. Tu les vois tous paniquer dès que le train part Salaire annuel de ton prof de maths sur la grain de café. ";858
"5939";"sneazzy";". Laisse-moi faire ce que je ai à faire. Je ne pourrai jamais perdre ce que je ai à perdre Je ai décidé de me bagarrer pour trouver la paix Mais je pourrai jamais me endormir sans toucher ma paie. (Jamais). Laisse-moi faire ce que je ai à faire. Je ne pourrai jamais perdre ce que je ai à perdre Je ai décidé de me bagarrer pour trouver la paix Mais je pourrai jamais me endormir sans toucher ma paie. (Jamais). ";858
"5940";"sneazzy";"Tous les MCe s du crew sont des patrons de labels On affronte le industrie, ouais, on affronte la bête Que du Ralph sur le caleçon, la veste Je veux du biff tout en sachant que le oseille et le Diable font la paire Les spliffs et les bouteilles de Jack fe ront le affaire. Mon équipe et une douzaine de chattes dans la fête Je suis au Silencio avec un mannequin filiforme. Je me transcende, je recule pas, je finis le job Sache que la galère et mon équipe ça ne ira jamais ensemble comme un cul plat dans un mini-short. Quand on arrive dans cette pute on est à pleine balle Et quand j'écoute la radio ye a que des bails qui me vener Je génère beaucoup trop de argent comme Kendall. Je ai dit : beaucoup trop de argent comme Kylie Jenner. ";858
"5945";"sneazzy";". Laisse-moi faire ce que je ai à faire. Je ne pourrai jamais perdre ce que je ai à perdre Je ai décidé de me bagarrer pour trouver la paix Mais je pourrai jamais me endormir sans toucher ma paie. (Jamais). Laisse-moi faire ce que je ai à faire. Je ne pourrai jamais perdre ce que je ai à perdre Je ai décidé de me bagarrer pour trouver la paix Mais je pourrai jamais me endormir sans toucher ma paie. (Jamais). . .             .           .         ";858
"5947";"sneazzy";"Je fais mon retour comme Zinédine en 2005Paris Saint-Germain, je suis dans la ville sainte Tu gobes mes conneries comme si c'était du flan Tu flambes avec ton succès en demi-teinte Teu-teu découpé comme jambon de Parme Rebeu est très précis, visage est expressif. Tu peux nous écouter sans que on te parle Ton père le dépressif Je respecte aucune loi sauf celle de la Sunna Balance ton tard-pé comme pendant fête nationale Sous la semelle, on a tout le arsenal Arsène Wenger, on a tout le Arsenal On a cassé des barres, on a cassé des culs Margiella, je ai jamais les lacets défaits La plupart des rappeurs me ont assez déçu. Je préfère écouter du AC/DCWesh, ce est comment ?. Ton gars sûr te a bien baisé hélas ce est commun Cut Cut Là, ce est coma Bang Bang  Là, ce est décès Rien à foutre de le avis de ces putes moralistes. Tu donnes des leçons que te as même pas encore apprises Mauvais comportement comme enfant capricieux Ferme ta gueule comme pendant lecture coranique Je ai plus de jus mais ce est que le début du jeu Je ai hâte du dernier combat vers l'épilogue Me parlez plus du passé, dans le avion surclassé. Me confonds surtout pas avec le pilote Les vestes se retournent depuis que ye a Feu dans les charts Et que Double P a sorti un double EPPour niquer ce game, on le fait en douple PFaites de la place, on arrive à deux dans les chattes Te as test mais te as juste amusé le crew Au lieu de ber-flam, va mettre ton téflon On tire pile au centre, ne fais pas le innocent Tellement tu balances, te as même accusé le coup Te as ve là les failles. Au commissariat, te as parlé nois-chi. Te as pas fait le caïd On leur tire pas dessus, on baise juste la police comme Saïd Tu sais que on te baise, je suis au fond de la gorge de un canon Canon au fond de ta gorge comme Skurt Cobain";859
"5948";"sneazzy";"On cherche le argent dans la piscine depuis bébéSkurt Cobain Je suis en love sur une meuf qui se appelle Courtney Skurt Cobain Te atteins le nirvana quand tu vis à fond Je rate pas ma cible, ce est comme au biathlon Je ai laissé une lettre sur les lieux du me-cri Chemise de bûcheron et fusil à pompe Skurt Cobain Skurt Cobain Cobain. Cobain. ";859
"5949";"nekfeu";"On fait flipper les fachos, des milliers de renois. Des milliers de babtous, des milliers de potes arabes Je ai deux personnalités dans un seul corps. Ce est un peu comme si je avais mis les Potaras Gibier de potence sur machine AkaïQuand tu me vois sur scène, te imagines un caïd Dès que je suis fauché, je me achète un cahier De rimes et j'écris de la magie Makai Je entends les jeunes qui sortent de mes concerts me dire. Feu, walay billaye, te as assuré fou Je suis pas venu rapper comme tous les débiles. Et je joue pas les milliardaires, rassurez-vous Toi, tu penses que aux pétasses et tu fais le bélier. Te as le air obnubilé mais te as pas su rrer-fou. Ye a que les petits qui te croient quand tu joues les yous-voy. Mais même ton album de merde ne est pas sur écoute On va les troller, les troller, les troller, les troller Skurt Cobain Reprenez vos projets trop laids pour frotter les toilettes Skurt Cobain Puisque il suffit d'être les premiers pour les détroner Skurt Cobain On va contrôler les clones et les troller, les troller Les troller, les troller, les troller, les troller Skurt Cobain Cobain Skurt Co'";859
"5950";"sneazzy";"On cherche le argent dans la piscine depuis bébéSkurt Cobain Je suis en love sur une meuf qui se appelle Courtney Skurt Cobain Te atteins le nirvana quand tu vis à fond Je rate pas ma cible, ce est comme au biathlon Je ai laissé une lettre sur les lieux du me-cri Chemise de bûcheron et fusil à pompe Skurt Cobain Skurt Cobain Co'. Co'. ";859
"5951";"sneazzy";"Fusil à pompe dans ta glotte, nigga, comme Skurt Cobain. Fusil à pompe dans ta glotte, nigga, comme Skurt Cobain Supersound est dans ta glotte, nigga, Skurt Cobain Badang bang. . .             .           .         ";859
"5953";"sneazzy";"J’écoute ma mixtape comme si c'était celle de Harry Potter négro, je entends de la magie (oui)Je me suis branlé pendant plus de un an, maintenant ce est fini je enclenche la machine Je ai commencé en bas tu pourras pas me descendre, jeunesse parisienne je suis de venu leur exemple. Si on part en guerre contre ces salopes, derrière nous ye aura tous les enfants de la patrie Te as pas fait le gros bras quand la police tirait. Je me déplace dans la rue 'vec 2 000 soldats Billetterie fermé le concert est ""sold out""Dirty soda verre en polystyrèneÇa boit le mélange ça veut se buter le crâne. Tu pues la défaite, tu veux truquer le match. Tu te es mis à espionner mes réseaux sociaux. Te as vu une photo de ta pute et le squad Le Malin, ce est lui qui me pousse à faire tous ces choix. Hey hey quand je suis pas ienb J’écris jusque au matin, pour pas me coucher tard hey hey Lève les yeux au ciel et remercie le tout puissant quand tu vois que ton kevlar a mal Je ai arrêté les études pour faire billets violets, je fais ve là la maille. ";860
"5956";"sneazzy";". Je fais mon taff dans ce jeu, je prends le pèz Si tu nous trahis le clan te tèj'. On les entend moins en temps de guerre. On te entend que quand les gens se taisent. Ils finissent toujours par faire de la peine. Ce est pour ça que les méchants me plaisent. Fils de pute, bienvenue dans le piège. Fils de pute, bienvenue dans le piège. ";860
"5959";"sneazzy";"Ouais mec, ye a tout mon squad dans le VIP. Ouais mec, pourtant je regarde dans le vide Yeah yeah, Dieu a béni mon équipe. Je dis amen, yeah yeah yeah yeah Ouais mec, ye a tout mon squad dans le VIP. Ouais mec, pourtant je regarde dans le vide Yeah yeah, Dieu a béni mon équipe. Je dis amen, yeah yeah yeah yeah. ";861
"5960";"nekfeu";"Je me sens comme Marshall quand il vivait dans son mobile home Minot je n'étais que un innocent bambino Je le serai sûrement resté sans Babylone Maintenant je suis dans des ambiances un peu moins mignonnes Le Fennek ce est pas moi ce est un peu mon binôme Je suis vénère comme le futur père de ma go Je fais mal, comme le père de Michael Je suis al' comme le père de Malcolm Dès que je passe en public avec une mannequin, ça me regarde. Ce qui se passe en privé avec cette mannequin, ça me regarde Les femmes peuvent transformer un homme en fuyard Tu veux te rapprocher de moi via. Un des nombreux membres de ma mafia. Si te y arrives ce est que tu demandes au moins fiable Ces nymphos sont très nocives. Je suis un ne-jeu qui ne a pas le temps Ne me appelle pas par mon prénom si je ne connais pas le tien On est regroupé si jamais tu roupilles te auras pas un roupie Si tu commences par ""je ne suis pas une groupie"". Ce est que te es une groupie. ";861
"5962";"sneazzy";"Je plais aux raclis depuis l'époque des BNComme Hatem je ai pas la couleur que DD aime Mélange le purple drink et la MDe Actrice américaine me envoie des DMs Un double neuf cinq ça vaut de le or. Jusqu’à le infini et au delàLe prix du feat ce est ton salaire annuel. Le prix du feat ce est la Audemars Je sors du studio, le son déboite, je vais l'écouter dans la Benzo Te as voulu baiser avec mon ex dans mon dos mais rebeu tu te es fait friendzone Tu fais pas le fou car te as pas le oiche Tu vois mon squad et tu parles noiche Tu me aperçois dans une sale gov' mais le bolide est passé au car wash. Ouais mec, ye a tout mon squad dans ta bitch Ouais mec, t’achètes une Rolex on te donne la réplique Tu craches sur lui mais Nekfeu ne a pas ton temps ce est Catherine Deneuve qui lui donne la réplique. Ye a tout mon squad dans le carré VIP, amen. ";861
"5965";"sneazzy";"Ouais mec il faut que on vive, ye a tout mon squad dans le mariage ve là les convives Pour ceux qui sont là depuis le jour un, pas ceux que ont fuit Pas be soin de confort on se confit quand on se confine. Ouais ouais ouais ouais. ";861
"5978";"black m";"Je viens de un endroit où on ne connait pas les dollars, yeah Je ai vu que ils ont peur de moi comme si j'étais Ebola, yeah. Je tape des pas comme si le ennemi me avait bout-mara, yeah. Ne me en voulez pas parce que.... ";863
"5979";"black m";"Je suis à le ouest (Bambara, malinké, soussou, diakhanké)À le ouest, à le ouest Afrique de le ouest (Bambara, soninké, diola et bété)À le ouest, à le ouest Je suis à le ouest (Conakry, Bamako, Dakar, Abidjan)À le ouest, à le ouest Afrique de le ouest (Banjul, Ouagadougou, Lomé, XXX)À le ouest, à le ouest Je suis à le ouest. ";863
"5980";"black m";"Je suis constant comme Kévin, je dis plus mon blaze, à toi de deviner Il caille en février, posons les armes, direction la Guinée. Je crois que ils me ont matrixé, je suis dans mon truc un peu trop paroe Et Néné me dit de représenter mon bled à la Fode Baro Je me suis toujours demandé pourquoi les jaloux ils parlaient si mal. Je suis toujours sur ma route comme maître Yaya mon fidèle taximan. Sandales déchirées, je revois le sin-cou en train de chercher à taffer. La vie ce est bizarre, à la fin on va te demander que est-ce que te as fait. ";863
"5981";"black m";". Je viens de un endroit où on ne connaît pas les dollars, yeah Je ai vu que ils ont peur de moi comme si j'étais Ebola, yeah. Je tape des pas comme si le ennemi me avait bout-mara, yeah. Ne me en voulez pas parce que.... ";863
"5984";"black m";". Je viens de un endroit où on ne connait pas les dollars, yeah Je ai vu que ils ont peur de moi comme si j'étais Ebola, yeah. Je tape des pas comme si le ennemi me avait bout-mara, yeah. Ne me en voulez pas parce que.... ";863
"5987";"black m";"Je suis à le ouest (Bambara, malinké, soussou, diakhanké)À le ouest, à le ouest Afrique de le ouest (Bambara, soninké, diola et bété)À le ouest, à le ouest Je suis à le ouest (Conakry, Bamako, Dakar, Abidjan)À le ouest, à le ouest Afrique de le ouest (Banjul, Ouagadougou, Lomé, XXX)À le ouest, à le ouest Je suis à le ouest. . .             .           .         ";863
"5989";"black m";". Les histoires d’amitié ça fait mal. J’ai vu des frères y laisser leur vie au final (oh). Oui quand le diable s’en mêle. Il dira t’es le seul à pouvoir aller au sommet. J’ai voulu soulager mon ego. Je me répète je voulais pas faire de mal à mon frérot (oh). On a fait les 400 coups. Tout ce qui se passe autour de moi mes vrais gars s’en foutent. Ensemble depuis tout petit. Mon cœur se resserre à l’idée qu’on est devenu ennemis. Des hommes aujourd’hui, c’est plus la même. Mon ami je suis devenu un père de famille. ";864
"5991";"soprano";". C’est fou comme les années sont passées. On me dit que ta fille va bientôt rentrer au lycée (oh oh). Elle doit être trop belle. Connaît-elle notre histoire, nos liens fraternels ?. Je sais que mes rêves m’ont éloigné. Mais pour toucher les étoiles faut savoir s’envoler ! (oh oh). Ça me fait de la peine. Quand tu penses que j’ai changé pour de l’oseille. Un vrai frère ne doute pas du cœur d’un frère surtout quand il se bat pour s’en sortir. Avec tout ce qu’on a traversé j’espère que la vie a prévu de nous réunir. ";864
"5993";"soprano";". Pardonne-moi si je t’ai blessé. Pardonne-moi si je t’ai touché. Mais ce n’était pas mon intention. Mon frérot. Pardonne-moi si je t’ai blessé. Pardonne-moi si je t’ai touché. Mais quoi qu’il arrive tu resteras mon frérot. ";864
"5997";"black m";"Le première fois que je l’ai vu; j’avoue que je suis resté bête. J’ai ma propre version de l’histoire de La belle et la bête. Je sais, je pourrai passer pour un négro fragile Je lui ai fait croire que c’est moi, j’ai rendu Paris magique J’avais pas un centime mais beaucoup de sentiments. Des problèmes qui s’empilent, un parcours qui en dit long. Je voyais en elle, celle qui allait faire de moi un homme. Un genre de Casanova du ghetto qui fait le loveur. Parfois j’ai du mentir, faire le dur à cuire. Et chaque fois j’étais en tort, je crois qu’elle endure. Je parle mal et je m’énerve parce que je suis réservé. Je vois pas ce qu’elle veut dire et je m’emporte. ";865
